ID,Response,Video,Model_Response
8469829.0,0.6900000000000001,astonished,0.60
8469829.0,0.87,immunity,0.60
8469829.0,0.8,achievement,0.55
8469829.0,0.79,bright,0.00
8469829.0,0.71,magic,0.70
8469829.0,0.18,piece,0.15
8469829.0,0.61,illusions,0.85
8469829.0,0.44,confess,0.15
8469829.0,0.65,honor,0.10
8469829.0,0.23,saw,0.05
8469829.0,0.37,seen,0.85
8469829.0,1.0,science,
8469829.0,0.8300000000000001,fresh,0.00
8469829.0,0.86,get,0.70
8469829.0,0.29,pawns,0.05
8469829.0,0.89,stare,0.90
8469829.0,0.7000000000000001,mean,0.65
8469829.0,0.33,agent,0.15
8469829.0,0.64,cold,0.80
8469829.0,0.73,threaten,0.9
8469829.0,0.6,shootout,0.60
8469829.0,0.9,leave,0.40
8469829.0,0.79,steel,0.50
8469829.0,1.0,dead,0.90
8469829.0,0.23,look,0.60
8469829.0,0.65,money,0.10
8469829.0,0.44,run,0.10
8469829.0,1.0,dead,0.90
8469829.0,0.72,know,0.70
8469829.0,0.17,merit,0.10
8469856.0,0.64,astonished,0.60
8469856.0,0.15,seen,0.85
8469856.0,0.27,money,0.10
8469856.0,0.98,dead,0.90
8469856.0,0.0,piece,0.15
8469856.0,0.34,know,0.70
8469856.0,0.72,leave,0.40
8469856.0,0.09,merit,0.10
8469856.0,0.11,look,0.60
8469856.0,1.0,science,
8469856.0,0.8300000000000001,achievement,0.55
8469856.0,0.0,saw,0.05
8469856.0,0.13,confess,0.15
8469856.0,1.0,threaten,0.9
8469856.0,0.8,fresh,0.00
8469856.0,0.26,agent,0.15
8469856.0,0.78,get,0.70
8469856.0,0.7000000000000001,mean,0.65
8469856.0,1.0,bright,0.00
8469856.0,1.0,run,0.10
8469856.0,1.0,cold,0.80
8469856.0,1.0,stare,0.90
8469856.0,0.0,magic,0.70
8469856.0,1.0,dead,0.90
8469856.0,0.13,honor,0.10
8469856.0,0.8200000000000001,shootout,0.60
8469856.0,0.99,steel,0.50
8469856.0,0.78,immunity,0.60
8469856.0,0.66,jail,0.90
8469856.0,0.54,pawns,0.05
8469856.0,0.39,illusions,0.85
8469863.0,1.0,steel,0.50
8469863.0,0.76,seen,0.85
8469863.0,0.76,run,0.10
8469863.0,0.97,science,
8469863.0,0.29,mean,0.65
8469863.0,0.59,get,0.70
8469863.0,0.91,jail,0.90
8469863.0,0.98,dead,0.90
8469863.0,0.98,immunity,0.60
8469863.0,0.13,piece,0.15
8469863.0,0.77,leave,0.40
8469863.0,0.99,dead,0.90
8469863.0,0.8,look,0.60
8469863.0,0.74,saw,0.05
8469863.0,0.99,threaten,0.9
8469863.0,0.37,honor,0.10
8469863.0,1.0,cold,0.80
8469863.0,0.06,money,0.10
8469863.0,0.91,confess,0.15
8469863.0,0.38,magic,0.70
8469863.0,0.99,achievement,0.55
8469863.0,0.74,pawns,0.05
8469863.0,0.07,shootout,0.60
8469863.0,0.44,merit,0.10
8469863.0,0.29,agent,0.15
8469863.0,0.9500000000000001,know,0.70
8469863.0,0.93,fresh,0.00
8469863.0,0.87,astonished,0.60
8469863.0,0.98,bright,0.00
8469863.0,0.99,stare,0.90
8469863.0,0.81,illusions,0.85
8469846.0,0.04,money,0.10
8469846.0,0.9400000000000001,dead,0.90
8469846.0,0.7000000000000001,cold,0.80
8469846.0,0.09,agent,0.15
8469846.0,0.11,honor,0.10
8469846.0,0.27,mean,0.65
8469846.0,0.8200000000000001,dead,0.90
8469846.0,0.65,get,0.70
8469846.0,0.51,science,
8469846.0,0.5,steel,0.50
8469846.0,0.34,leave,0.40
8469846.0,0.74,stare,0.90
8469846.0,0.8200000000000001,threaten,0.9
8469846.0,0.35000000000000003,astonished,0.60
8469846.0,0.85,jail,0.90
8469846.0,0.49,confess,0.15
8469846.0,0.14,fresh,0.00
8469846.0,0.04,run,0.10
8469846.0,0.5700000000000001,look,0.60
8469846.0,0.05,shootout,0.60
8469846.0,0.51,achievement,0.55
8469846.0,0.18,know,0.70
8469846.0,0.51,saw,0.05
8469846.0,0.52,illusions,0.85
8469846.0,0.5,seen,0.85
8469846.0,0.07,piece,0.15
8469846.0,0.56,immunity,0.60
8469846.0,0.15,bright,0.00
8469846.0,0.05,pawns,0.05
8469846.0,0.54,merit,0.10
8469846.0,0.31,magic,0.70
8469857.0,0.45,confess,0.15
8469857.0,0.24,look,0.60
8469857.0,0.11,run,0.10
8469857.0,0.7000000000000001,illusions,0.85
8469857.0,0.59,leave,0.40
8469857.0,0.5700000000000001,immunity,0.60
8469857.0,0.5,know,0.70
8469857.0,0.53,merit,0.10
8469857.0,0.2,agent,0.15
8469857.0,0.7000000000000001,get,0.70
8469857.0,0.76,cold,0.80
8469857.0,0.6900000000000001,jail,0.90
8469857.0,0.72,stare,0.90
8469857.0,0.03,piece,0.15
8469857.0,0.06,money,0.10
8469857.0,0.0,shootout,0.60
8469857.0,0.91,threaten,0.9
8469857.0,0.27,mean,0.65
8469857.0,0.64,seen,0.85
8469857.0,0.7000000000000001,steel,0.50
8469857.0,0.11,pawns,0.05
8469857.0,0.11,honor,0.10
8469857.0,0.7000000000000001,bright,0.00
8469857.0,0.93,dead,0.90
8469857.0,0.07,saw,0.05
8469857.0,0.9400000000000001,dead,0.90
8469857.0,0.64,science,
8469857.0,0.77,achievement,0.55
8469857.0,0.23,magic,0.70
8469857.0,0.66,astonished,0.60
8469857.0,0.5,fresh,0.00
8469895.0,0.27,honor,0.10
8469895.0,0.52,saw,0.05
8469895.0,0.8200000000000001,look,0.60
8469895.0,0.87,bright,0.00
8469895.0,0.78,achievement,0.55
8469895.0,0.8,threaten,0.9
8469895.0,0.29,piece,0.15
8469895.0,0.23,money,0.10
8469895.0,0.32,seen,0.85
8469895.0,0.22,shootout,0.60
8469895.0,0.65,jail,0.90
8469895.0,0.86,stare,0.90
8469895.0,0.33,agent,0.15
8469895.0,0.34,know,0.70
8469895.0,0.74,steel,0.50
8469895.0,0.5700000000000001,astonished,0.60
8469895.0,0.35000000000000003,mean,0.65
8469895.0,0.75,illusions,0.85
8469895.0,0.61,confess,0.15
8469895.0,0.35000000000000003,merit,0.10
8469895.0,0.78,cold,0.80
8469895.0,0.81,dead,0.90
8469895.0,0.6900000000000001,fresh,0.00
8469895.0,0.67,dead,0.90
8469895.0,0.59,leave,0.40
8469895.0,0.61,immunity,0.60
8469895.0,0.33,pawns,0.05
8469895.0,0.67,get,0.70
8469895.0,0.61,magic,0.70
8469895.0,1.0,science,
8469895.0,0.66,run,0.10
8469900.0,1.0,cold,0.80
8469900.0,0.34,seen,0.85
8469900.0,1.0,astonished,0.60
8469900.0,0.96,know,0.70
8469900.0,0.26,leave,0.40
8469900.0,1.0,agent,0.15
8469900.0,1.0,illusions,0.85
8469900.0,0.65,magic,0.70
8469900.0,1.0,immunity,0.60
8469900.0,0.97,achievement,0.55
8469900.0,1.0,dead,0.90
8469900.0,0.6900000000000001,saw,0.05
8469900.0,1.0,threaten,0.9
8469900.0,1.0,merit,0.10
8469900.0,1.0,run,0.10
8469900.0,1.0,stare,0.90
8469900.0,1.0,jail,0.90
8469900.0,0.64,confess,0.15
8469900.0,0.68,piece,0.15
8469900.0,0.0,money,0.10
8469900.0,0.61,mean,0.65
8469900.0,0.9400000000000001,bright,0.00
8469900.0,0.09,look,0.60
8469900.0,1.0,dead,0.90
8469900.0,0.5,pawns,0.05
8469900.0,0.73,fresh,0.00
8469900.0,0.36,steel,0.50
8469900.0,0.65,honor,0.10
8469900.0,0.71,shootout,0.60
8469900.0,0.76,science,
8469900.0,0.68,get,0.70
8469940.0,0.92,dead,0.90
8469940.0,0.66,immunity,0.60
8469940.0,1.0,threaten,0.9
8469940.0,0.24,magic,0.70
8469940.0,0.79,get,0.70
8469940.0,0.9400000000000001,achievement,0.55
8469940.0,0.04,piece,0.15
8469940.0,0.0,shootout,0.60
8469940.0,0.77,leave,0.40
8469940.0,0.03,money,0.10
8469940.0,0.16,jail,0.90
8469940.0,0.53,mean,0.65
8469940.0,0.12,honor,0.10
8469940.0,0.13,know,0.70
8469940.0,0.19,look,0.60
8469940.0,0.08,agent,0.15
8469940.0,1.0,dead,0.90
8469940.0,0.18,saw,0.05
8469940.0,0.11,seen,0.85
8469940.0,0.3,steel,0.50
8469940.0,0.71,cold,0.80
8469940.0,0.07,merit,0.10
8469940.0,0.75,science,
8469940.0,0.63,bright,0.00
8469940.0,0.12,run,0.10
8469940.0,0.0,fresh,0.00
8469940.0,0.0,pawns,0.05
8469940.0,0.0,confess,0.15
8469940.0,0.9500000000000001,stare,0.90
8469940.0,0.32,illusions,0.85
8469940.0,0.1,astonished,0.60
8469937.0,0.93,illusions,0.85
8469937.0,0.09,piece,0.15
8469937.0,0.21,look,0.60
8469937.0,0.84,achievement,0.55
8469937.0,0.23,merit,0.10
8469937.0,0.25,mean,0.65
8469937.0,0.29,confess,0.15
8469937.0,0.79,science,
8469937.0,0.26,jail,0.90
8469937.0,0.14,steel,0.50
8469937.0,0.11,immunity,0.60
8469937.0,0.13,know,0.70
8469937.0,0.17,agent,0.15
8469937.0,0.8,cold,0.80
8469937.0,0.68,honor,0.10
8469937.0,0.2,pawns,0.05
8469937.0,0.91,get,0.70
8469937.0,0.91,threaten,0.9
8469937.0,0.06,leave,0.40
8469937.0,0.66,fresh,0.00
8469937.0,0.73,stare,0.90
8469937.0,0.81,seen,0.85
8469937.0,0.0,shootout,0.60
8469937.0,0.87,dead,0.90
8469937.0,0.7000000000000001,saw,0.05
8469937.0,0.78,bright,0.00
8469937.0,0.8200000000000001,astonished,0.60
8469937.0,0.63,magic,0.70
8469937.0,0.9500000000000001,dead,0.90
8469937.0,0.56,money,0.10
8469937.0,0.14,run,0.10
8470002.0,0.74,astonished,0.60
8470002.0,0.92,threaten,0.9
8470002.0,0.66,dead,0.90
8470002.0,0.38,confess,0.15
8470002.0,0.65,magic,0.70
8470002.0,0.55,piece,0.15
8470002.0,0.37,mean,0.65
8470002.0,0.15,agent,0.15
8470002.0,0.62,immunity,0.60
8470002.0,0.63,saw,0.05
8470002.0,0.97,dead,0.90
8470002.0,0.84,fresh,0.00
8470002.0,0.58,look,0.60
8470002.0,0.08,shootout,0.60
8470002.0,0.22,money,0.10
8470002.0,0.6,run,0.10
8470002.0,0.63,seen,0.85
8470002.0,0.9400000000000001,steel,0.50
8470002.0,0.89,jail,0.90
8470002.0,0.05,pawns,0.05
8470002.0,0.9500000000000001,achievement,0.55
8470002.0,0.61,merit,0.10
8470002.0,0.91,bright,0.00
8470002.0,0.7000000000000001,science,
8470002.0,0.5700000000000001,know,0.70
8470002.0,0.86,get,0.70
8470002.0,0.53,honor,0.10
8470002.0,0.86,cold,0.80
8470002.0,0.59,leave,0.40
8470002.0,0.91,illusions,0.85
8470002.0,0.65,stare,0.90
8469770.0,0.4,run,0.10
8469770.0,0.05,agent,0.15
8469770.0,0.96,know,0.70
8469770.0,0.58,look,0.60
8469770.0,0.98,astonished,0.60
8469770.0,0.65,steel,0.50
8469770.0,0.98,honor,0.10
8469770.0,0.16,confess,0.15
8469770.0,0.99,bright,0.00
8469770.0,0.99,achievement,0.55
8469770.0,1.0,leave,0.40
8469770.0,0.62,mean,0.65
8469770.0,0.61,saw,0.05
8469770.0,0.5700000000000001,seen,0.85
8469770.0,0.99,threaten,0.9
8469770.0,0.99,get,0.70
8469770.0,0.01,piece,0.15
8469770.0,1.0,science,
8469770.0,0.96,jail,0.90
8469770.0,0.96,pawns,0.05
8469770.0,0.88,fresh,0.00
8469770.0,0.88,illusions,0.85
8469770.0,0.0,magic,0.70
8469770.0,0.01,money,0.10
8469770.0,0.99,cold,0.80
8469770.0,1.0,dead,0.90
8469770.0,1.0,immunity,0.60
8469770.0,1.0,dead,0.90
8469770.0,0.41000000000000003,merit,0.10
8469770.0,0.38,shootout,0.60
8469770.0,1.0,stare,0.90
8470193.0,0.97,achievement,0.55
8470193.0,0.1,agent,0.15
8470193.0,0.98,know,0.70
8470193.0,0.06,piece,0.15
8470193.0,0.98,mean,0.65
8470193.0,0.97,leave,0.40
8470193.0,1.0,stare,0.90
8470193.0,0.98,merit,0.10
8470193.0,0.01,seen,0.85
8470193.0,0.11,shootout,0.60
8470193.0,0.5700000000000001,immunity,0.60
8470193.0,0.28,astonished,0.60
8470193.0,0.02,run,0.10
8470193.0,0.68,dead,0.90
8470193.0,0.93,cold,0.80
8470193.0,0.59,jail,0.90
8470193.0,0.99,get,0.70
8470193.0,0.07,money,0.10
8470193.0,0.9400000000000001,honor,0.10
8470193.0,0.06,magic,0.70
8470193.0,0.84,dead,0.90
8470193.0,0.9,bright,0.00
8470193.0,0.1,saw,0.05
8470193.0,0.97,science,
8470193.0,0.88,illusions,0.85
8470193.0,0.68,look,0.60
8470193.0,0.32,pawns,0.05
8470193.0,0.04,steel,0.50
8470193.0,0.75,confess,0.15
8470193.0,0.85,threaten,0.9
8470193.0,0.84,fresh,0.00
8470253.0,1.0,steel,0.50
8470253.0,1.0,achievement,0.55
8470253.0,0.28,mean,0.65
8470253.0,1.0,confess,0.15
8470253.0,0.0,honor,0.10
8470253.0,1.0,immunity,0.60
8470253.0,0.24,magic,0.70
8470253.0,1.0,bright,0.00
8470253.0,0.18,seen,0.85
8470253.0,1.0,illusions,0.85
8470253.0,1.0,jail,0.90
8470253.0,0.0,merit,0.10
8470253.0,0.0,saw,0.05
8470253.0,0.0,money,0.10
8470253.0,0.66,look,0.60
8470253.0,0.0,shootout,0.60
8470253.0,1.0,threaten,0.9
8470253.0,0.0,agent,0.15
8470253.0,0.58,stare,0.90
8470253.0,0.0,fresh,0.00
8470253.0,1.0,science,
8470253.0,1.0,cold,0.80
8470253.0,0.0,pawns,0.05
8470253.0,0.88,run,0.10
8470253.0,0.17,get,0.70
8470253.0,0.78,leave,0.40
8470253.0,1.0,dead,0.90
8470253.0,0.67,astonished,0.60
8470253.0,0.76,know,0.70
8470253.0,0.0,piece,0.15
8470253.0,1.0,dead,0.90
8470492.0,0.62,machine,0.90
8470492.0,0.01,ready,0.05
8470492.0,1.0,clap,0.15
8470492.0,0.97,gentlemen,0.10
8470492.0,1.0,plan,0.80
8470492.0,0.79,sleep,0.95
8470492.0,0.97,ball,0.90
8470492.0,0.11,couple,0.80
8470492.0,0.63,point,0.70
8470492.0,0.96,sunglasses,0.85
8470492.0,0.58,convinced,0.40
8470492.0,0.0,good,0.00
8470492.0,1.0,smoke,0.10
8470492.0,1.0,hospital,0.85
8470492.0,0.64,please,0.30
8470492.0,0.87,planning,0.60
8470492.0,0.43,see,0.70
8470492.0,0.61,beg,0.30
8470492.0,0.97,risk,0.20
8470492.0,1.0,bomb,0.05
8470492.0,1.0,meet,0.10
8470498.0,0.22,convinced,0.40
8470498.0,0.99,meet,0.10
8470498.0,0.99,smoke,0.10
8470498.0,0.99,hospital,0.85
8470498.0,0.98,sleep,0.95
8470498.0,0.98,bomb,0.05
8470498.0,0.64,couple,0.80
8470498.0,0.99,see,0.70
8470498.0,0.37,beg,0.30
8470498.0,0.99,machine,0.90
8470498.0,1.0,please,0.30
8470498.0,0.99,gentlemen,0.10
8470498.0,0.16,ready,0.05
8470498.0,1.0,risk,0.20
8470498.0,1.0,sunglasses,0.85
8470498.0,0.99,point,0.70
8470498.0,0.99,clap,0.15
8470498.0,0.6,good,0.00
8470498.0,0.98,ball,0.90
8470498.0,0.84,planning,0.60
8470498.0,0.9500000000000001,plan,0.80
8470507.0,0.06,ready,0.05
8470507.0,0.8300000000000001,sunglasses,0.85
8470507.0,0.91,smoke,0.10
8470507.0,0.07,good,0.00
8470507.0,0.13,convinced,0.40
8470507.0,0.96,machine,0.90
8470507.0,0.75,please,0.30
8470507.0,0.9,risk,0.20
8470507.0,0.79,meet,0.10
8470507.0,0.7000000000000001,point,0.70
8470507.0,0.73,beg,0.30
8470507.0,0.93,bomb,0.05
8470507.0,0.68,plan,0.80
8470507.0,0.9500000000000001,ball,0.90
8470507.0,0.51,couple,0.80
8470507.0,0.92,clap,0.15
8470507.0,0.78,sleep,0.95
8470507.0,0.85,see,0.70
8470507.0,0.73,planning,0.60
8470507.0,0.96,gentlemen,0.10
8470507.0,0.91,hospital,0.85
8470533.0,0.53,sleep,0.95
8470533.0,0.77,beg,0.30
8470533.0,0.56,machine,0.90
8470533.0,0.56,risk,0.20
8470533.0,0.18,good,0.00
8470533.0,0.27,convinced,0.40
8470533.0,0.25,couple,0.80
8470533.0,0.5700000000000001,plan,0.80
8470533.0,0.71,sunglasses,0.85
8470533.0,0.61,meet,0.10
8470533.0,0.72,see,0.70
8470533.0,0.77,clap,0.15
8470533.0,0.7000000000000001,smoke,0.10
8470533.0,0.1,ready,0.05
8470533.0,0.9,ball,0.90
8470533.0,0.43,please,0.30
8470533.0,0.86,bomb,0.05
8470533.0,0.39,point,0.70
8470533.0,0.72,gentlemen,0.10
8470533.0,0.92,hospital,0.85
8470533.0,0.34,planning,0.60
8470534.0,0.15,couple,0.80
8470534.0,0.97,smoke,0.10
8470534.0,0.01,ready,0.05
8470534.0,0.98,sunglasses,0.85
8470534.0,0.99,convinced,0.40
8470534.0,0.24,please,0.30
8470534.0,0.75,point,0.70
8470534.0,0.98,gentlemen,0.10
8470534.0,0.99,bomb,0.05
8470534.0,0.92,meet,0.10
8470534.0,0.99,plan,0.80
8470534.0,0.98,hospital,0.85
8470534.0,0.9400000000000001,see,0.70
8470534.0,0.97,machine,0.90
8470534.0,0.99,ball,0.90
8470534.0,0.72,beg,0.30
8470534.0,0.73,planning,0.60
8470534.0,0.99,clap,0.15
8470534.0,0.81,good,0.00
8470534.0,0.99,risk,0.20
8470534.0,0.62,sleep,0.95
8470528.0,0.81,point,0.70
8470528.0,0.97,smoke,0.10
8470528.0,0.92,plan,0.80
8470528.0,0.97,machine,0.90
8470528.0,0.91,see,0.70
8470528.0,0.21,please,0.30
8470528.0,0.97,risk,0.20
8470528.0,0.99,sunglasses,0.85
8470528.0,0.6,planning,0.60
8470528.0,0.98,clap,0.15
8470528.0,0.77,good,0.00
8470528.0,0.89,meet,0.10
8470528.0,1.0,hospital,0.85
8470528.0,0.13,beg,0.30
8470528.0,0.98,ball,0.90
8470528.0,0.96,bomb,0.05
8470528.0,0.28,ready,0.05
8470528.0,0.96,gentlemen,0.10
8470528.0,0.65,sleep,0.95
8470528.0,0.2,couple,0.80
8470528.0,0.88,convinced,0.40
8470493.0,0.87,beg,0.30
8470493.0,0.98,clap,0.15
8470493.0,0.93,planning,0.60
8470493.0,0.6,convinced,0.40
8470493.0,0.88,gentlemen,0.10
8470493.0,0.02,good,0.00
8470493.0,0.98,see,0.70
8470493.0,0.93,point,0.70
8470493.0,0.61,sleep,0.95
8470493.0,0.01,ready,0.05
8470493.0,0.99,hospital,0.85
8470493.0,0.78,meet,0.10
8470493.0,0.98,smoke,0.10
8470493.0,0.8,machine,0.90
8470493.0,0.89,sunglasses,0.85
8470493.0,0.97,plan,0.80
8470493.0,0.01,couple,0.80
8470493.0,0.02,please,0.30
8470493.0,0.99,ball,0.90
8470493.0,0.98,bomb,0.05
8470493.0,0.88,risk,0.20
8470551.0,0.04,plan,0.80
8470551.0,1.0,ball,0.90
8470551.0,0.01,good,0.00
8470551.0,0.99,machine,0.90
8470551.0,0.6,couple,0.80
8470551.0,0.99,bomb,0.05
8470551.0,0.74,meet,0.10
8470551.0,0.99,smoke,0.10
8470551.0,0.66,beg,0.30
8470551.0,0.99,sunglasses,0.85
8470551.0,0.84,gentlemen,0.10
8470551.0,0.06,convinced,0.40
8470551.0,0.93,sleep,0.95
8470551.0,0.59,see,0.70
8470551.0,0.99,hospital,0.85
8470551.0,0.55,please,0.30
8470551.0,0.65,risk,0.20
8470551.0,0.99,point,0.70
8470551.0,0.03,ready,0.05
8470551.0,0.59,planning,0.60
8470551.0,0.98,clap,0.15
8470509.0,0.1,risk,0.20
8470509.0,1.0,hospital,0.85
8470509.0,0.0,please,0.30
8470509.0,0.8,point,0.70
8470509.0,0.62,see,0.70
8470509.0,0.71,gentlemen,0.10
8470509.0,1.0,machine,0.90
8470509.0,0.62,couple,0.80
8470509.0,0.98,ball,0.90
8470509.0,0.9400000000000001,convinced,0.40
8470509.0,0.97,clap,0.15
8470509.0,0.63,sleep,0.95
8470509.0,0.62,planning,0.60
8470509.0,0.44,beg,0.30
8470509.0,0.85,smoke,0.10
8470509.0,0.68,meet,0.10
8470509.0,0.03,ready,0.05
8470509.0,0.13,good,0.00
8470509.0,0.98,sunglasses,0.85
8470509.0,0.79,plan,0.80
8470509.0,0.98,bomb,0.05
8470573.0,0.04,ready,0.05
8470573.0,0.18,please,0.30
8470573.0,0.8200000000000001,gentlemen,0.10
8470573.0,0.59,planning,0.60
8470573.0,0.9500000000000001,clap,0.15
8470573.0,0.9400000000000001,bomb,0.05
8470573.0,0.9,ball,0.90
8470573.0,0.14,plan,0.80
8470573.0,0.09,good,0.00
8470573.0,0.1,see,0.70
8470573.0,0.67,convinced,0.40
8470573.0,0.9400000000000001,smoke,0.10
8470573.0,0.2,beg,0.30
8470573.0,0.09,couple,0.80
8470573.0,0.89,machine,0.90
8470573.0,0.86,meet,0.10
8470573.0,0.09,risk,0.20
8470573.0,0.99,hospital,0.85
8470573.0,0.7000000000000001,point,0.70
8470573.0,0.97,sleep,0.95
8470573.0,0.9400000000000001,sunglasses,0.85
8470591.0,0.93,ball,0.90
8470591.0,0.66,couple,0.80
8470591.0,0.99,bomb,0.05
8470591.0,0.59,sunglasses,0.85
8470591.0,0.73,risk,0.20
8470591.0,0.9,clap,0.15
8470591.0,0.24,point,0.70
8470591.0,0.25,ready,0.05
8470591.0,0.96,hospital,0.85
8470591.0,0.81,sleep,0.95
8470591.0,0.51,gentlemen,0.10
8470591.0,0.61,machine,0.90
8470591.0,0.56,planning,0.60
8470591.0,0.55,please,0.30
8470591.0,0.29,good,0.00
8470591.0,0.16,convinced,0.40
8470591.0,0.54,meet,0.10
8470591.0,0.91,smoke,0.10
8470591.0,0.72,plan,0.80
8470591.0,0.32,see,0.70
8470591.0,0.28,beg,0.30
8470607.0,1.0,plan,0.80
8470607.0,0.0,ready,0.05
8470607.0,1.0,bomb,0.05
8470607.0,0.74,sunglasses,0.85
8470607.0,0.0,couple,0.80
8470607.0,1.0,hospital,0.85
8470607.0,0.55,planning,0.60
8470607.0,0.58,see,0.70
8470607.0,0.1,convinced,0.40
8470607.0,1.0,ball,0.90
8470607.0,0.88,sleep,0.95
8470607.0,1.0,smoke,0.10
8470607.0,1.0,meet,0.10
8470607.0,1.0,machine,0.90
8470607.0,1.0,point,0.70
8470607.0,0.25,beg,0.30
8470607.0,1.0,clap,0.15
8470607.0,1.0,gentlemen,0.10
8470607.0,0.31,please,0.30
8470607.0,0.7000000000000001,good,0.00
8470607.0,1.0,risk,0.20
8470627.0,1.0,smoke,0.10
8470627.0,0.97,machine,0.90
8470627.0,0.68,point,0.70
8470627.0,0.0,please,0.30
8470627.0,0.09,couple,0.80
8470627.0,0.32,plan,0.80
8470627.0,0.21,convinced,0.40
8470627.0,0.99,hospital,0.85
8470627.0,0.63,sleep,0.95
8470627.0,0.0,ready,0.05
8470627.0,0.99,ball,0.90
8470627.0,0.3,beg,0.30
8470627.0,0.98,clap,0.15
8470627.0,0.53,risk,0.20
8470627.0,0.05,planning,0.60
8470627.0,0.9400000000000001,gentlemen,0.10
8470627.0,0.65,meet,0.10
8470627.0,0.75,sunglasses,0.85
8470627.0,0.92,bomb,0.05
8470627.0,0.55,see,0.70
8470627.0,0.31,good,0.00
8470635.0,0.26,planning,0.60
8470635.0,0.66,sunglasses,0.85
8470635.0,0.98,ball,0.90
8470635.0,0.71,see,0.70
8470635.0,0.19,couple,0.80
8470635.0,0.77,clap,0.15
8470635.0,0.26,good,0.00
8470635.0,0.21,please,0.30
8470635.0,0.54,beg,0.30
8470635.0,0.37,convinced,0.40
8470635.0,1.0,bomb,0.05
8470635.0,0.13,ready,0.05
8470635.0,0.63,point,0.70
8470635.0,0.76,gentlemen,0.10
8470635.0,0.77,plan,0.80
8470635.0,0.91,hospital,0.85
8470635.0,0.28,meet,0.10
8470635.0,1.0,machine,0.90
8470635.0,0.55,sleep,0.95
8470635.0,0.9400000000000001,risk,0.20
8470635.0,0.81,smoke,0.10
8470671.0,0.62,gentlemen,0.10
8470671.0,0.73,plan,0.80
8470671.0,0.7000000000000001,planning,0.60
8470671.0,0.67,meet,0.10
8470671.0,0.39,couple,0.80
8470671.0,0.97,hospital,0.85
8470671.0,0.92,machine,0.90
8470671.0,0.77,sunglasses,0.85
8470671.0,0.92,please,0.30
8470671.0,0.96,risk,0.20
8470671.0,0.76,point,0.70
8470671.0,0.9,sleep,0.95
8470671.0,0.39,convinced,0.40
8470671.0,0.6,good,0.00
8470671.0,0.7000000000000001,beg,0.30
8470671.0,0.92,ball,0.90
8470671.0,0.96,smoke,0.10
8470671.0,0.99,see,0.70
8470671.0,1.0,clap,0.15
8470671.0,0.25,ready,0.05
8470671.0,1.0,bomb,0.05
8470784.0,1.0,smoke,0.10
8470784.0,0.0,couple,0.80
8470784.0,0.63,gentlemen,0.10
8470784.0,0.0,ready,0.05
8470784.0,0.0,please,0.30
8470784.0,0.08,good,0.00
8470784.0,0.63,sunglasses,0.85
8470784.0,1.0,hospital,0.85
8470784.0,1.0,point,0.70
8470784.0,0.74,sleep,0.95
8470784.0,1.0,clap,0.15
8470784.0,1.0,ball,0.90
8470784.0,0.15,planning,0.60
8470784.0,0.8,risk,0.20
8470784.0,1.0,see,0.70
8470784.0,1.0,plan,0.80
8470784.0,0.86,bomb,0.05
8470784.0,1.0,meet,0.10
8470784.0,0.16,convinced,0.40
8470784.0,0.91,machine,0.90
8470784.0,0.11,beg,0.30
8470776.0,0.19,convinced,0.40
8470776.0,0.79,machine,0.90
8470776.0,0.58,meet,0.10
8470776.0,0.76,sunglasses,0.85
8470776.0,0.08,couple,0.80
8470776.0,0.04,good,0.00
8470776.0,0.98,point,0.70
8470776.0,0.99,clap,0.15
8470776.0,0.99,risk,0.20
8470776.0,1.0,ball,0.90
8470776.0,0.11,planning,0.60
8470776.0,0.28,plan,0.80
8470776.0,0.27,gentlemen,0.10
8470776.0,0.98,hospital,0.85
8470776.0,0.5700000000000001,sleep,0.95
8470776.0,0.99,bomb,0.05
8470776.0,0.99,smoke,0.10
8470776.0,0.73,see,0.70
8470776.0,0.01,ready,0.05
8470776.0,0.14,beg,0.30
8470776.0,0.32,please,0.30
8470905.0,0.98,smoke,0.10
8470905.0,0.98,plan,0.80
8470905.0,0.99,gentlemen,0.10
8470905.0,0.99,ball,0.90
8470905.0,0.76,sleep,0.95
8470905.0,0.99,planning,0.60
8470905.0,0.99,beg,0.30
8470905.0,0.98,meet,0.10
8470905.0,0.6,convinced,0.40
8470905.0,0.31,point,0.70
8470905.0,0.02,ready,0.05
8470905.0,0.97,clap,0.15
8470905.0,0.99,see,0.70
8470905.0,0.98,sunglasses,0.85
8470905.0,0.98,machine,0.90
8470905.0,0.0,please,0.30
8470905.0,0.6,good,0.00
8470905.0,0.99,risk,0.20
8470905.0,0.97,hospital,0.85
8470905.0,0.0,couple,0.80
8470905.0,0.97,bomb,0.05
8470917.0,0.7000000000000001,plan,0.80
8470917.0,1.0,hospital,0.85
8470917.0,0.84,planning,0.60
8470917.0,0.42,see,0.70
8470917.0,0.89,beg,0.30
8470917.0,1.0,clap,0.15
8470917.0,0.09,ready,0.05
8470917.0,0.35000000000000003,convinced,0.40
8470917.0,0.8300000000000001,point,0.70
8470917.0,0.65,risk,0.20
8470917.0,0.13,please,0.30
8470917.0,0.59,good,0.00
8470917.0,0.98,smoke,0.10
8470917.0,0.99,bomb,0.05
8470917.0,0.6,meet,0.10
8470917.0,1.0,sunglasses,0.85
8470917.0,0.98,gentlemen,0.10
